,Unnamed: 0,Internet usage_no time at all,Rock,Cars,Reliability,Decision making,Movies,Elections,Celebrities,Self-criticism,Judgment calls,Hypochondria,Empathy,Art exhibitions,Theatre,Eating to survive,Giving,Storm,Classical music,Rats,Flying,Compassion to animals,Borrowed stuff,Loneliness,Musical instruments,Cheating in school,Health,Law,Dance,Changing the past,Appearence and gestures,Romantic,God,Science and technology,Physics,Dreams,Charity,Foreign languages,Number of friends,Darkness,Prioritising workload,Passwords,Emails
502,502,0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,2.0,5.0,2.0,4.0,1.0,1.0,1,1.0,1.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,5.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,5.0,1.0,4,1.0,4.0,4,1.0,4.0,Default,503@survey.com
503,503,0,4.0,1.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,3.0,2.0,4,2.0,1.0,5.0,4.0,2.0,5.0,5.0,3.0,5.0,1.0,5.0,1.0,2.0,3.0,2.0,5.0,4.0,5.0,5.0,4,3.0,4.0,4,2.0,3.0,Default,504@survey.com
504,504,0,1.0,5.0,4.0,3.0,5.0,5.0,5.0,1.0,3.0,1.0,5.0,4.0,1.0,1,5.0,3.0,2.0,1.0,5.0,3.0,5.0,1.0,3.0,5.0,2.0,1.0,5.0,1.0,4.0,3.0,1.0,5.0,1.0,3,4.0,4.0,4,1.0,5.0,Default,505@survey.com
505,505,0,5.0,3.0,4.0,2.0,5.0,5.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,2,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4,1.0,2.0,4,2.0,1.0,Default,506@survey.com
506,506,0,2.0,2.0,3.0,4.0,5.0,3.0,1.0,5.0,4.0,1.0,3.0,1.0,1.0,2,1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,3,1.0,2.0,3,1.0,2.0,Default,507@survey.com
507,507,0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,4.0,3,1.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,4.0,2.0,4,3.0,2.0,4,2.0,2.0,Default,508@survey.com
508,508,0,5.0,3.0,4.0,3.0,5.0,2.0,2.0,1.0,5.0,4.0,5.0,1.0,2.0,3,3.0,2.0,4.0,1.0,3.0,4.0,3.0,2.0,5.0,3.0,4.0,2.0,1.0,3.0,4.0,2.0,5.0,1.0,1.0,4,1.0,5.0,3,2.0,4.0,Default,509@survey.com
509,509,0,1.0,1.0,4.0,5.0,4.0,1.0,1.0,5.0,5.0,1.0,3.0,1.0,1.0,4,5.0,2.0,3.0,4.0,2.0,5.0,5.0,1.0,5.0,3.0,1.0,4.0,4.0,3.0,5.0,4.0,5.0,1.0,1.0,3,3.0,5.0,5,1.0,5.0,Default,510@survey.com
510,510,0,4.0,5.0,4.0,2.0,4.0,2.0,1.0,5.0,5.0,1.0,4.0,3.0,5.0,3,5.0,3.0,4.0,1.0,1.0,5.0,5.0,2.0,1.0,3.0,3.0,3.0,5.0,2.0,3.0,4.0,1.0,5.0,5.0,4,2.0,4.0,4,1.0,3.0,Default,511@survey.com
511,511,0,3.0,5.0,4.0,3.0,5.0,1.0,1.0,2.0,5.0,1.0,5.0,3.0,4.0,1,4.0,1.0,3.0,2.0,2.0,5.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,1.0,5.0,5.0,3,2.0,5.0,3,2.0,3.0,Default,512@survey.com
512,512,0,1.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,2.0,1,3.0,5.0,2.0,5.0,5.0,1.0,5.0,1.0,5.0,3.0,5.0,5.0,2.0,1.0,5.0,5.0,5.0,5.0,1.0,3,1.0,5.0,3,1.0,5.0,Default,513@survey.com
513,513,0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,3,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3,1.0,3.0,3,1.0,3.0,Default,514@survey.com
514,514,0,5.0,3.0,4.0,3.0,5.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,2,3.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,3,1.0,3.0,3,3.0,2.0,Default,515@survey.com
515,515,0,5.0,3.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,1.0,3.0,4.0,4.0,1,1.0,1.0,3.0,1.0,1.0,4.0,3.0,3.0,2.0,5.0,1.0,1.0,4.0,5.0,1.0,1.0,3.0,2.0,1.0,4,1.0,4.0,3,3.0,1.0,Default,516@survey.com
516,516,0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,5.0,1.0,5.0,3.0,1.0,3,5.0,5.0,2.0,1.0,5.0,5.0,5.0,3.0,1.0,2.0,5.0,3.0,5.0,1.0,5.0,1.0,5.0,1.0,2.0,5,4.0,5.0,5,5.0,5.0,Default,517@survey.com
517,517,0,4.0,3.0,5.0,1.0,5.0,2.0,5.0,2.0,5.0,2.0,3.0,4.0,1.0,2,3.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,5.0,5.0,5.0,3.0,3.0,4.0,2.0,3.0,5.0,4.0,3,1.0,5.0,4,1.0,2.0,Default,518@survey.com
518,518,0,4.0,1.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,1.0,4.0,2.0,2.0,1,3.0,1.0,3.0,1.0,2.0,4.0,3.0,4.0,1.0,5.0,4.0,1.0,4.0,1.0,5.0,3.0,5.0,2.0,2.0,4,2.0,4.0,4,5.0,2.0,Default,519@survey.com
519,519,0,2.0,3.0,2.0,2.0,4.0,5.0,1.0,4.0,3.0,3.0,4.0,5.0,1.0,2,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,5.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3,1.0,4.0,3,1.0,1.0,Default,520@survey.com
520,520,0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,3,3.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,1.0,5.0,4.0,3.0,3.0,2.0,5.0,5.0,4.0,3.0,2.0,4,4.0,5.0,3,5.0,3.0,Default,521@survey.com
521,521,0,3.0,2.0,3.0,3.0,5.0,1.0,4.0,5.0,3.0,3.0,5.0,3.0,3.0,3,5.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,3.0,1.0,3,1.0,3.0,3,5.0,2.0,Default,522@survey.com
522,522,0,3.0,2.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,1,2.0,1.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,4,1.0,4.0,4,1.0,3.0,Default,523@survey.com
523,523,0,3.0,3.0,2.0,3.0,5.0,1.0,1.0,3.0,5.0,3.0,4.0,1.0,1.0,2,5.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,5.0,4.0,1.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4,3.0,1.0,1,1.0,1.0,Default,524@survey.com
524,524,0,5.0,1.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,3.0,4.0,1,1.0,2.0,4.0,1.0,1.0,5.0,3.0,3.0,1.0,4.0,3.0,1.0,2.0,4.0,2.0,3.0,5.0,1.0,2.0,3,1.0,3.0,2,3.0,3.0,Default,525@survey.com
525,525,0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,2,4.0,2.0,3.0,1.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3,3.0,3.0,4,2.0,3.0,Default,526@survey.com
526,526,0,4.0,4.0,4.0,2.0,5.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,3,4.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,3,3.0,2.0,4,1.0,2.0,Default,527@survey.com
527,527,0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,1.0,1.0,5.0,4.0,4.0,5,3.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,5.0,3.0,3.0,3.0,2.0,5.0,2.0,5.0,3.0,5.0,3,1.0,4.0,4,1.0,3.0,Default,528@survey.com
528,528,0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,4,5.0,2.0,5.0,1.0,1.0,5.0,5.0,4.0,1.0,5.0,5.0,3.0,3.0,4.0,1.0,2.0,4.0,5.0,5.0,3,1.0,3.0,1,1.0,1.0,Default,529@survey.com
529,529,0,5.0,2.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,1.0,5.0,1.0,1.0,2,2.0,1.0,2.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,3.0,5.0,1.0,4.0,4.0,2.0,1.0,2.0,1.0,3,3.0,4.0,3,2.0,3.0,Default,530@survey.com
530,530,0,2.0,1.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,5.0,3.0,3.0,1,1.0,2.0,3.0,2.0,1.0,5.0,4.0,3.0,2.0,5.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,4.0,4.0,3,3.0,4.0,3,3.0,4.0,Default,531@survey.com
531,531,0,5.0,3.0,3.0,4.0,5.0,4.0,1.0,5.0,5.0,1.0,5.0,4.0,1.0,1,2.0,1.0,5.0,1.0,1.0,5.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,4.0,3,2.0,4.0,3,1.0,1.0,Default,532@survey.com
532,532,0,4.0,1.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,1.0,5.0,3.0,5.0,2,2.0,1.0,3.0,1.0,4.0,5.0,5.0,2.0,2.0,5.0,3.0,2.0,4.0,5.0,5.0,4.0,2.0,3.0,1.0,3,1.0,5.0,3,1.0,2.0,Default,533@survey.com
533,533,0,5.0,3.0,4.0,4.0,5.0,5.0,1.0,3.0,4.0,1.0,4.0,2.0,4.0,1,3.0,1.0,2.0,1.0,1.0,5.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,2.0,3,3.0,5.0,2,1.0,1.0,Default,534@survey.com
534,534,0,3.0,1.0,4.0,5.0,5.0,2.0,2.0,5.0,4.0,1.0,4.0,1.0,4.0,1,3.0,2.0,3.0,5.0,3.0,5.0,4.0,4.0,2.0,5.0,3.0,1.0,3.0,3.0,4.0,5.0,3.0,4.0,1.0,4,2.0,3.0,2,2.0,2.0,Default,535@survey.com
535,535,0,5.0,5.0,5.0,3.0,5.0,1.0,3.0,1.0,5.0,1.0,5.0,3.0,2.0,5,5.0,1.0,4.0,1.0,1.0,5.0,5.0,3.0,3.0,5.0,5.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,2.0,5,3.0,4.0,5,3.0,2.0,Default,536@survey.com
536,536,0,2.0,5.0,2.0,2.0,5.0,3.0,5.0,1.0,5.0,2.0,5.0,2.0,2.0,2,2.0,2.0,1.0,3.0,1.0,5.0,3.0,1.0,3.0,5.0,4.0,5.0,2.0,5.0,5.0,3.0,4.0,1.0,1.0,3,1.0,5.0,5,5.0,3.0,Default,537@survey.com
537,537,0,4.0,4.0,3.0,4.0,5.0,5.0,1.0,2.0,3.0,2.0,4.0,2.0,5.0,1,2.0,1.0,4.0,1.0,3.0,4.0,3.0,2.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,3,2.0,5.0,4,3.0,3.0,Default,538@survey.com
538,538,0,4.0,2.0,3.0,4.0,5.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,1,4.0,3.0,3.0,5.0,4.0,5.0,5.0,1.0,1.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,1.0,3,2.0,2.0,5,3.0,4.0,Default,539@survey.com
539,539,0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,1,2.0,2.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,2.0,3.0,1.0,4.0,5.0,5.0,2,4.0,4.0,1,2.0,1.0,Default,540@survey.com
540,540,0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,4.0,5.0,2,3.0,3.0,5.0,1.0,3.0,5.0,4.0,3.0,5.0,3.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,3,3.0,2.0,5,3.0,2.0,Default,541@survey.com
541,541,0,2.0,2.0,3.0,3.0,5.0,2.0,3.0,4.0,5.0,3.0,5.0,1.0,2.0,3,4.0,2.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,5.0,5.0,1.0,3.0,2.0,5.0,5.0,5.0,3.0,1.0,4,2.0,3.0,5,1.0,2.0,Default,542@survey.com
542,542,0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,1,4.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,5.0,4.0,3.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,3,2.0,4.0,4,4.0,4.0,Default,543@survey.com
543,543,0,4.0,5.0,4.0,3.0,5.0,5.0,1.0,2.0,4.0,1.0,4.0,2.0,4.0,1,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,4.0,2.0,5.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,4,1.0,2.0,4,2.0,3.0,Default,544@survey.com
544,544,0,5.0,2.0,3.0,3.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,3,1.0,1.0,4.0,2.0,1.0,5.0,5.0,5.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,5.0,1.0,3,3.0,2.0,5,1.0,3.0,Default,545@survey.com
545,545,0,3.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,3.0,5.0,3.0,5.0,4,5.0,3.0,3.0,3.0,5.0,5.0,1.0,4.0,1.0,5.0,4.0,1.0,3.0,5.0,5.0,3.0,1.0,5.0,1.0,3,3.0,1.0,1,1.0,1.0,Default,546@survey.com
546,546,0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,4.0,5.0,3.0,4.0,5.0,5.0,4,2.0,1.0,5.0,1.0,1.0,4.0,5.0,3.0,5.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,4.0,5.0,4.0,3,4.0,5.0,4,1.0,5.0,Default,547@survey.com
547,547,0,4.0,1.0,4.0,3.0,5.0,5.0,1.0,5.0,5.0,1.0,4.0,4.0,5.0,1,1.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3,2.0,5.0,3,2.0,2.0,Default,548@survey.com
548,548,0,5.0,2.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,1.0,2.0,1,3.0,2.0,3.0,2.0,3.0,3.0,5.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,5.0,2.0,1.0,3,1.0,3.0,3,3.0,4.0,Default,549@survey.com
549,549,0,3.0,1.0,5.0,2.0,4.0,5.0,2.0,3.0,5.0,1.0,5.0,2.0,1.0,1,5.0,3.0,2.0,5.0,3.0,5.0,5.0,3.0,1.0,2.0,4.0,1.0,5.0,1.0,4.0,2.0,3.0,3.0,1.0,4,2.0,4.0,3,5.0,4.0,Default,550@survey.com
550,550,0,5.0,1.0,3.0,2.0,5.0,5.0,2.0,5.0,4.0,3.0,1.0,3.0,1.0,3,2.0,1.0,3.0,4.0,1.0,5.0,3.0,5.0,5.0,4.0,2.0,3.0,2.0,5.0,5.0,3.0,5.0,3.0,1.0,4,2.0,5.0,3,4.0,2.0,Default,551@survey.com
551,551,0,2.0,1.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,1,5.0,3.0,2.0,3.0,4.0,5.0,3.0,2.0,5.0,5.0,4.0,1.0,3.0,4.0,3.0,4.0,5.0,2.0,1.0,4,2.0,4.0,4,5.0,3.0,Default,552@survey.com
552,552,0,4.0,2.0,4.0,1.0,5.0,5.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,3,5.0,2.0,3.0,5.0,2.0,3.0,4.0,3.0,5.0,4.0,3.0,5.0,2.0,3.0,3.0,5.0,5.0,3.0,1.0,3,3.0,5.0,4,1.0,1.0,Default,553@survey.com
553,553,0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,5.0,4.0,3.0,5.0,1.0,3.0,2,2.0,4.0,2.0,4.0,1.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,1.0,4,2.0,4.0,3,4.0,4.0,Default,554@survey.com
554,554,0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,2,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,4,3.0,3.0,2,2.0,4.0,Default,555@survey.com
555,555,0,1.0,1.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,1.0,3.0,3.0,1.0,1,4.0,4.0,1.0,1.0,1.0,5.0,5.0,4.0,1.0,5.0,2.0,1.0,5.0,5.0,2.0,5.0,5.0,1.0,1.0,4,3.0,4.0,2,4.0,1.0,Default,556@survey.com
556,556,0,1.0,1.0,3.0,4.0,5.0,1.0,3.0,3.0,4.0,1.0,5.0,1.0,1.0,2,5.0,1.0,3.0,5.0,2.0,4.0,5.0,2.0,1.0,5.0,5.0,1.0,3.0,5.0,3.0,4.0,3.0,1.0,1.0,3,1.0,4.0,4,1.0,2.0,Default,557@survey.com
557,557,0,4.0,1.0,3.0,3.0,5.0,3.0,1.0,4.0,5.0,1.0,5.0,3.0,4.0,1,4.0,3.0,2.0,4.0,1.0,5.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,4.0,4.0,5.0,3.0,3.0,1.0,3,4.0,5.0,5,5.0,4.0,Default,558@survey.com
558,558,0,2.0,2.0,4.0,5.0,3.0,2.0,2.0,3.0,4.0,2.0,5.0,5.0,5.0,3,4.0,2.0,2.0,5.0,2.0,5.0,5.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,5.0,2.0,2.0,3,3.0,4.0,4,2.0,3.0,Default,559@survey.com
559,559,0,4.0,2.0,4.0,1.0,5.0,2.0,4.0,4.0,2.0,1.0,3.0,1.0,3.0,1,5.0,3.0,1.0,3.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,3.0,5.0,3.0,1.0,1.0,3,2.0,2.0,5,3.0,2.0,Default,560@survey.com
560,560,0,3.0,5.0,4.0,3.0,3.0,1.0,2.0,5.0,2.0,5.0,3.0,5.0,3.0,5,3.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,2.0,2.0,3,2.0,4.0,5,5.0,2.0,Default,561@survey.com
561,561,0,4.0,2.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,1.0,5.0,3.0,4.0,3,3.0,1.0,4.0,1.0,3.0,5.0,5.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,5.0,3.0,3.0,4,4.0,4.0,3,2.0,3.0,Default,562@survey.com
562,562,0,3.0,5.0,4.0,3.0,5.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,1,3.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,5.0,1.0,2.0,5.0,5.0,3.0,3.0,5.0,2.0,3.0,3,3.0,3.0,5,1.0,1.0,Default,563@survey.com
563,563,0,5.0,4.0,4.0,4.0,5.0,2.0,4.0,1.0,5.0,2.0,4.0,2.0,2.0,1,5.0,2.0,3.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,5.0,3.0,1.0,4.0,2.0,5,1.0,5.0,5,1.0,3.0,Default,564@survey.com
564,564,0,5.0,4.0,2.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1,2.0,1.0,1.0,5.0,1.0,5.0,3.0,2.0,1.0,5.0,3.0,1.0,5.0,3.0,4.0,3.0,3.0,5.0,2.0,3,1.0,5.0,4,1.0,4.0,Default,565@survey.com
565,565,0,2.0,5.0,2.0,3.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,2,3.0,1.0,2.0,4.0,1.0,4.0,3.0,5.0,1.0,5.0,3.0,2.0,5.0,5.0,3.0,5.0,3.0,2.0,1.0,3,1.0,5.0,3,3.0,2.0,Default,566@survey.com
566,566,0,2.0,1.0,4.0,5.0,5.0,4.0,2.0,3.0,5.0,3.0,5.0,3.0,5.0,2,5.0,1.0,2.0,2.0,2.0,5.0,4.0,3.0,5.0,3.0,2.0,1.0,3.0,3.0,4.0,5.0,2.0,2.0,1.0,4,1.0,2.0,3,2.0,4.0,Default,567@survey.com
567,567,0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2,1.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,5.0,3.0,1.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,3,1.0,2.0,3,2.0,2.0,Default,568@survey.com
568,568,0,3.0,2.0,4.0,3.0,5.0,2.0,5.0,2.0,4.0,1.0,5.0,1.0,1.0,1,2.0,5.0,2.0,4.0,2.0,5.0,1.0,4.0,2.0,5.0,4.0,1.0,5.0,4.0,4.0,5.0,2.0,1.0,1.0,4,2.0,5.0,4,3.0,2.0,Default,569@survey.com
569,569,0,3.0,2.0,3.0,3.0,5.0,5.0,2.0,3.0,3.0,1.0,5.0,2.0,3.0,4,4.0,2.0,3.0,2.0,4.0,4.0,5.0,3.0,5.0,2.0,3.0,5.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,3,4.0,4.0,5,3.0,3.0,Default,570@survey.com
570,570,0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,1,3.0,1.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,5.0,4.0,1.0,3.0,4.0,5.0,3.0,3.0,4.0,1.0,4,3.0,5.0,5,1.0,3.0,Default,571@survey.com
571,571,0,1.0,5.0,5.0,5.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,4,4.0,3.0,2.0,1.0,2.0,4.0,5.0,4.0,2.0,2.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,1.0,3.0,3,3.0,5.0,4,4.0,5.0,Default,572@survey.com
572,572,0,3.0,2.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,4.0,3,4.0,1.0,4.0,1.0,1.0,5.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,5.0,1.0,4,3.0,3.0,4,1.0,1.0,Default,573@survey.com
573,573,0,4.0,2.0,5.0,3.0,5.0,5.0,2.0,5.0,3.0,1.0,3.0,1.0,1.0,2,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3,5.0,5.0,4,1.0,1.0,Default,574@survey.com
574,574,0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,1.0,5.0,1.0,3.0,1.0,2.0,1,3.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0,1.0,5.0,1.0,4.0,5.0,3.0,4.0,1.0,3,1.0,5.0,1,1.0,2.0,Default,575@survey.com
575,575,0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,2.0,4.0,1.0,5.0,4.0,5.0,1,4.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0,3.0,3,1.0,4.0,2,2.0,4.0,Default,576@survey.com
576,576,0,3.0,5.0,3.0,2.0,5.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,2,3.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,1.0,5.0,1.0,3.0,3.0,2.0,3.0,5.0,1.0,5.0,3.0,4,2.0,3.0,3,1.0,1.0,Default,577@survey.com
577,577,0,3.0,2.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2,4.0,3.0,2.0,5.0,3.0,4.0,5.0,2.0,4.0,3.0,5.0,2.0,4.0,3.0,4.0,5.0,2.0,2.0,3.0,3,2.0,3.0,5,4.0,2.0,Default,578@survey.com
578,578,0,2.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,1.0,5.0,1.0,4.0,1,3.0,3.0,2.0,2.0,3.0,5.0,5.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,5.0,2.0,5.0,1.0,4,2.0,5.0,3,1.0,3.0,Default,579@survey.com
579,579,0,5.0,5.0,3.0,4.0,5.0,1.0,4.0,3.0,3.0,1.0,5.0,1.0,2.0,5,1.0,2.0,5.0,1.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3,1.0,3.0,4,2.0,1.0,Default,580@survey.com
580,580,0,1.0,3.0,5.0,2.0,5.0,2.0,1.0,5.0,5.0,1.0,3.0,1.0,1.0,4,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,4,1.0,2.0,3,1.0,4.0,Default,581@survey.com
581,581,0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,5.0,2.0,4.0,3,4.0,2.0,1.0,3.0,2.0,4.0,5.0,3.0,1.0,3.0,4.0,3.0,2.0,5.0,3.0,2.0,2.0,3.0,1.0,3,2.0,2.0,4,3.0,3.0,Default,582@survey.com
582,582,0,3.0,1.0,4.0,4.0,5.0,4.0,1.0,5.0,4.0,1.0,3.0,1.0,2.0,2,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,5.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,2.0,4,2.0,5.0,4,2.0,4.0,Default,583@survey.com
583,583,0,4.0,3.0,4.0,2.0,5.0,5.0,1.0,3.0,5.0,1.0,5.0,1.0,3.0,1,3.0,1.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,2.0,3.0,4.0,3.0,4.0,5.0,2.0,3,3.0,3.0,3,4.0,1.0,Default,584@survey.com
